## [iView]
Converted from: NA
Date: NA
## Version:	IDF Converter 3.0.20
## IDF Version:	9
## Sample Rate:	60
## Separator Type:	Unknown
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	13747                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
Subject: NA
## Description:	description info                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Area:	800	600
## Calibration Point 0:	Position(400;300)
## Calibration Point 1:	Position(200;30)
## Calibration Point 2:	Position(760;150)
## Calibration Point 3:	Position(600;570)
## Calibration Point 4:	Position(40;450)
## [Geometry]
## Stimulus Dimension [mm]:	321	240
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	RNX1023401-1517//SMI_REDn Scientific///Binoc
## Operating System :	6.2.9200
## iView X Version:	4.2.1.0
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, RAW, DIAMETER, CR, POR, QUALITY, PLANE, EYEPOSITION, GAZEVECTOR, TRIGGER, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L Raw X [px]	L Raw Y [px]	R Raw X [px]	R Raw Y [px]	L Dia X [px]	L Dia Y [px]	L Mapped Diameter [mm]	R Dia X [px]	R Dia Y [px]	R Mapped Diameter [mm]	L CR1 X [px]	L CR1 Y [px]	L CR2 X [px]	L CR2 Y [px]	R CR1 X [px]	R CR1 Y [px]	R CR2 X [px]	R CR2 Y [px]	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Timing	L Validity	R Validity	Pupil Confidence	L Plane	R Plane	L EPOS X	L EPOS Y	L EPOS Z	R EPOS X	R EPOS Y	R EPOS Z	L GVEC X	L GVEC Y	L GVEC Z	R GVEC X	R GVEC Y	R GVEC Z	Trigger	Frame	Aux1
4496515166	SMP	1	1407.36	485.28	1174.18	461.06	20.45	20.45	4.56	22.61	22.61	5.02	1402.33	489.23	1408.44	489.27	1171.97	465.67	1178.25	465.60	386.52	312.64	412.34	303.23	0	1	1	2	-1	-1	-14.51	63.37	739.34	39.14	68.31	733.03	-0.08	0.11	-0.99	-0.01	0.12	-0.99	0		
4496531839	SMP	1	1407.16	485.33	1173.69	461.16	20.68	20.68	4.57	22.90	22.90	5.02	1402.20	489.22	1408.37	489.26	1171.83	465.64	1178.17	465.60	389.93	313.60	422.21	304.93	0	1	1	2	-1	-1	-14.47	63.32	738.81	39.13	68.26	732.41	-0.07	0.10	-0.99	0.01	0.12	-0.99	0		
4496548497	SMP	1	1407.16	485.25	1173.75	461.27	20.30	20.30	4.56	22.79	22.79	5.03	1401.99	489.16	1408.19	489.21	1171.62	465.67	1177.90	465.64	387.85	312.12	417.05	305.77	0	1	1	2	-1	-1	-14.42	63.30	738.45	39.19	68.26	732.45	-0.08	0.10	-0.99	0.00	0.12	-0.99	0		
4496565157	SMP	1	1407.05	484.79	1173.37	461.58	20.35	20.35	4.55	22.62	22.62	5.02	1401.91	489.01	1408.06	489.01	1171.49	465.60	1177.60	465.67	388.12	302.29	420.34	318.01	0	1	1	2	-1	-1	-14.41	63.39	739.02	39.30	68.37	733.61	-0.08	0.12	-0.99	0.00	0.10	-1.00	0		
4496581817	SMP	1	1407.05	485.21	1173.46	461.60	20.82	20.82	4.57	23.08	23.08	5.04	1401.72	489.06	1407.97	488.97	1171.40	465.85	1177.48	465.94	384.99	312.81	416.64	309.71	0	1	1	2	-1	-1	-14.36	63.31	738.00	39.37	68.39	734.52	-0.09	0.10	-0.99	-0.01	0.11	-0.99	0		
4496598480	SMP	1	1406.83	484.91	1173.27	461.57	20.31	20.31	4.56	23.01	23.01	5.05	1401.66	489.08	1407.78	489.02	1171.30	466.13	1177.42	466.21	385.94	301.70	418.82	301.66	0	1	1	2	-1	-1	-14.35	63.39	739.03	39.41	68.36	734.86	-0.08	0.11	-0.99	0.00	0.13	-0.99	0		
4496615137	SMP	1	1406.72	485.22	1173.04	462.01	20.40	20.40	4.56	22.86	22.86	5.05	1401.51	489.21	1407.52	489.28	1171.09	466.35	1177.35	466.39	383.20	302.33	420.55	308.30	0	1	1	2	-1	-1	-14.33	63.47	740.55	39.40	68.24	734.04	-0.09	0.11	-0.99	0.00	0.11	-0.99	0		
4496631804	SMP	1	1406.67	485.41	1172.81	462.19	20.66	20.66	4.56	22.97	22.97	5.05	1401.31	489.24	1407.44	489.32	1170.68	466.49	1177.08	466.51	380.00	306.37	418.92	311.24	0	1	1	2	-1	-1	-14.28	63.41	739.97	39.39	68.05	732.36	-0.09	0.10	-0.99	0.00	0.11	-0.99	0		
4496648456	SMP	1	1406.24	485.39	1172.90	461.91	20.76	20.76	4.57	22.34	22.34	5.03	1400.95	489.23	1407.22	489.23	1170.47	466.39	1176.70	466.47	382.60	306.83	408.63	305.29	0	1	1	2	-1	-1	-14.19	63.32	738.73	39.52	68.17	733.50	-0.08	0.10	-0.99	-0.02	0.12	-0.99	0		
4496665134	SMP	1	1405.90	484.87	1172.29	461.91	20.85	20.85	4.58	23.10	23.10	5.05	1400.74	488.96	1406.98	488.92	1170.33	466.33	1176.39	466.37	385.58	300.80	419.87	305.61	0	1	1	2	-1	-1	-14.13	63.36	738.40	39.67	68.36	735.29	-0.08	0.11	-0.99	0.00	0.12	-0.99	0		
4496681781	SMP	1	1405.81	484.71	1171.91	461.88	20.94	20.94	4.60	23.02	23.02	5.06	1400.63	488.53	1406.67	488.59	1170.14	466.20	1176.36	466.30	383.98	306.21	427.74	307.92	0	1	1	2	-1	-1	-14.11	63.56	739.74	39.63	68.28	734.18	-0.09	0.10	-0.99	0.01	0.12	-0.99	0		
4496698441	SMP	1	1405.68	484.54	1171.68	461.90	20.84	20.84	4.61	23.12	23.12	5.07	1400.52	488.31	1406.49	488.38	1169.91	465.91	1176.27	466.03	382.50	308.20	431.79	322.30	0	1	1	2	-1	-1	-14.10	63.70	740.80	39.58	68.18	732.42	-0.09	0.10	-0.99	0.01	0.10	-0.99	0		
4496715097	SMP	1	1405.46	483.94	1171.86	461.36	20.64	20.64	4.60	23.15	23.15	5.07	1400.39	488.10	1406.45	488.17	1169.81	465.66	1176.15	465.59	383.32	296.19	423.37	316.29	0	1	1	2	-1	-1	-14.07	63.72	740.40	39.56	68.19	731.70	-0.08	0.12	-0.99	0.00	0.11	-0.99	0		
4496731767	SMP	1	1405.58	483.81	1172.00	461.15	20.67	20.67	4.60	23.07	23.07	5.07	1400.28	487.83	1406.44	487.90	1169.68	465.42	1176.10	465.47	380.70	299.37	414.91	316.38	0	1	1	2	-1	-1	-14.03	63.70	739.48	39.49	68.07	729.98	-0.09	0.11	-0.99	-0.01	0.11	-0.99	0		
4496748425	SMP	1	1405.30	484.03	1171.64	461.41	21.11	21.11	4.62	23.00	23.00	5.07	1400.21	487.83	1406.47	487.87	1169.65	465.45	1176.05	465.47	384.50	308.56	424.25	326.70	0	1	1	2	-1	-1	-14.00	63.58	738.02	39.45	67.99	729.12	-0.08	0.10	-0.99	0.00	0.10	-1.00	0		
4496765082	SMP	1	1405.54	484.10	1171.94	461.44	20.39	20.39	4.60	23.02	23.02	5.07	1400.29	488.10	1406.41	488.18	1169.71	465.71	1176.00	465.68	381.78	301.06	414.59	319.44	0	1	1	2	-1	-1	-14.02	63.57	738.73	39.47	67.98	729.55	-0.09	0.11	-0.99	-0.01	0.11	-0.99	0		
4496781740	SMP	1	1405.50	484.95	1171.62	462.02	20.91	20.91	4.61	23.39	23.39	5.08	1400.26	488.54	1406.43	488.50	1169.58	466.25	1175.97	466.32	381.88	317.89	423.01	321.53	0	1	1	2	-1	-1	-14.01	63.44	738.26	39.42	67.72	728.25	-0.08	0.09	-0.99	0.00	0.11	-0.99	0		
4496798405	SMP	1	1405.41	485.15	1171.69	462.37	20.95	20.95	4.62	23.08	23.08	5.08	1400.30	488.99	1406.44	489.09	1169.66	466.48	1176.08	466.52	384.61	308.92	422.55	328.38	0	1	1	2	-1	-1	-14.02	63.34	738.47	39.35	67.58	727.31	-0.08	0.10	-0.99	0.00	0.10	-0.99	0		
4496815060	SMP	1	1405.50	485.05	1171.96	462.25	21.05	21.05	4.63	23.41	23.41	5.09	1400.45	489.14	1406.46	489.19	1169.83	466.68	1176.20	466.64	386.27	299.68	419.27	319.97	0	1	1	2	-1	-1	-14.07	63.44	739.93	39.31	67.53	727.15	-0.08	0.11	-0.99	0.00	0.11	-0.99	0		
4496831722	SMP	1	1405.69	484.84	1172.01	462.05	21.02	21.02	4.64	23.12	23.12	5.08	1400.47	488.89	1406.59	488.84	1169.82	466.39	1176.24	466.48	385.27	300.51	419.12	322.13	0	1	1	2	-1	-1	-14.07	63.46	739.44	39.24	67.47	725.97	-0.08	0.11	-0.99	0.00	0.11	-0.99	0		
4496848381	SMP	1	1405.60	484.58	1172.00	461.67	21.03	21.03	4.65	22.76	22.76	5.07	1400.54	488.35	1406.53	488.41	1169.97	466.06	1176.24	466.23	385.94	309.08	421.54	320.58	0	1	1	2	-1	-1	-14.10	63.71	740.96	39.26	67.61	726.69	-0.08	0.10	-0.99	0.00	0.12	-0.99	0		
4496865044	SMP	1	1405.61	484.01	1171.92	461.20	21.15	21.15	4.66	23.14	23.14	5.07	1400.43	488.00	1406.46	488.10	1169.86	465.64	1176.20	465.57	385.13	299.47	420.22	322.04	0	1	1	2	-1	-1	-14.09	63.82	741.34	39.24	67.66	725.89	-0.09	0.11	-0.99	0.00	0.11	-0.99	0		
4496881700	SMP	1	1405.64	483.99	1171.69	461.24	20.81	20.81	4.66	23.36	23.36	5.07	1400.31	487.76	1406.50	487.69	1169.68	465.41	1176.04	465.43	383.83	310.91	419.66	326.58	0	1	1	2	-1	-1	-14.05	63.77	739.95	39.26	67.67	725.58	-0.09	0.09	-0.99	0.00	0.10	-0.99	0		
4496898364	SMP	1	1405.44	483.74	1171.75	461.32	21.21	21.21	4.67	23.12	23.12	5.07	1400.15	487.67	1406.43	487.58	1169.59	465.33	1175.97	465.41	383.91	307.25	416.87	332.56	0	1	1	2	-1	-1	-14.00	63.69	738.67	39.27	67.66	725.38	-0.08	0.10	-0.99	0.00	0.10	-1.00	0		
4496915030	SMP	1	1405.50	484.04	1171.43	461.35	21.05	21.05	4.67	23.36	23.36	5.08	1400.22	487.94	1406.39	488.11	1169.58	465.54	1175.98	465.52	383.79	304.72	423.65	331.58	0	1	1	2	-1	-1	-14.02	63.64	739.24	39.24	67.58	724.89	-0.09	0.11	-0.99	0.01	0.10	-0.99	0		
4496931690	SMP	1	1405.68	484.72	1171.83	461.96	21.22	21.22	4.68	23.67	23.67	5.09	1400.42	488.39	1406.48	488.46	1169.69	466.24	1176.09	466.31	381.66	313.07	419.01	326.12	0	1	1	2	-1	-1	-14.07	63.64	740.29	39.19	67.36	724.42	-0.09	0.09	-0.99	0.00	0.11	-0.99	0		
4496948332	SMP	1	1405.81	484.98	1172.22	462.40	21.27	21.27	4.69	23.51	23.51	5.10	1400.57	489.13	1406.54	489.21	1169.93	466.70	1176.27	466.69	380.85	295.90	415.95	326.53	0	1	1	2	-1	-1	-14.12	63.56	741.38	39.14	67.27	724.43	-0.09	0.12	-0.99	-0.01	0.11	-0.99	0		
4496965010	SMP	1	1405.80	485.36	1172.25	462.76	21.09	21.09	4.69	23.40	23.40	5.10	1400.64	489.33	1406.71	489.45	1170.19	467.11	1176.39	467.14	381.96	300.04	417.31	324.20	0	1	1	2	-1	-1	-14.14	63.46	740.83	39.16	67.27	725.54	-0.08	0.11	-0.99	0.00	0.11	-0.99	0		
4496981661	SMP	1	1405.90	485.55	1172.25	462.62	21.28	21.28	4.70	23.83	23.83	5.13	1400.68	489.36	1406.83	489.47	1170.29	467.07	1176.43	467.06	381.23	304.94	418.30	319.98	0	1	1	2	-1	-1	-14.14	63.39	740.10	39.22	67.43	727.09	-0.08	0.10	-0.99	0.00	0.12	-0.99	0		
4496998328	SMP	1	1405.88	485.11	1172.39	462.46	21.09	21.09	4.70	23.58	23.58	5.14	1400.70	489.27	1406.97	489.24	1170.31	466.58	1176.42	466.67	382.09	297.19	414.96	326.90	0	1	1	2	-1	-1	-14.13	63.32	738.81	39.32	67.69	728.81	-0.08	0.11	-0.99	-0.01	0.10	-0.99	0		
4497014984	SMP	1	1405.62	484.96	1172.10	462.00	21.18	21.18	4.70	23.89	23.89	5.16	1400.59	488.93	1406.83	488.88	1170.24	466.27	1176.37	466.37	386.24	303.89	420.03	323.31	0	1	1	2	-1	-1	-14.10	63.38	738.56	39.40	67.88	730.03	-0.07	0.10	-0.99	0.00	0.11	-0.99	0		
4497031648	SMP	1	1405.65	484.60	1171.78	461.87	21.50	21.50	4.72	23.54	23.54	5.16	1400.58	488.57	1406.58	488.65	1169.99	466.11	1176.29	466.28	384.38	299.24	425.96	324.33	0	1	1	2	-1	-1	-14.11	63.62	740.62	39.37	67.80	728.92	-0.08	0.11	-0.99	0.01	0.11	-0.99	0		
4497048301	SMP	1	1405.61	484.85	1171.84	461.82	21.37	21.37	4.73	23.97	23.97	5.18	1400.49	488.49	1406.53	488.54	1169.90	466.04	1176.22	466.19	384.67	311.72	423.15	324.97	0	1	1	2	-1	-1	-14.09	63.66	740.74	39.39	67.82	728.89	-0.08	0.09	-0.99	0.01	0.11	-0.99	0		
4497064966	SMP	1	1405.67	484.69	1171.64	462.02	21.35	21.35	4.73	23.68	23.68	5.18	1400.43	488.55	1406.50	488.57	1169.86	466.09	1176.19	466.25	383.62	304.14	429.64	327.34	0	1	1	2	-1	-1	-14.09	63.65	740.81	39.40	67.81	728.91	-0.09	0.10	-0.99	0.01	0.10	-0.99	0		
4497081611	SMP	1	1405.57	484.83	1171.89	462.02	21.29	21.29	4.73	23.79	23.79	5.19	1400.44	488.83	1406.59	488.79	1169.91	466.27	1176.30	466.37	386.43	300.80	426.49	323.65	0	1	1	2	-1	-1	-14.08	63.53	740.03	39.35	67.71	728.23	-0.08	0.11	-0.99	0.01	0.11	-0.99	0		
4497098286	SMP	1	1405.73	485.01	1172.00	462.31	21.19	21.19	4.73	23.78	23.78	5.20	1400.56	489.07	1406.62	489.10	1169.97	466.47	1176.27	466.48	385.70	296.91	422.14	324.52	0	1	1	2	-1	-1	-14.11	63.53	740.85	39.38	67.73	728.87	-0.08	0.11	-0.99	0.00	0.10	-0.99	0		
4497114932	SMP	1	1405.88	485.46	1172.14	462.65	21.50	21.50	4.74	23.78	23.78	5.20	1400.61	489.19	1406.65	489.27	1170.00	466.75	1176.31	466.72	384.32	304.45	418.22	326.93	0	1	1	2	-1	-1	-14.13	63.52	741.11	39.36	67.66	728.70	-0.09	0.10	-0.99	0.00	0.10	-0.99	0		
4497131594	SMP	1	1405.84	485.34	1172.16	462.55	21.25	21.25	4.74	23.74	23.74	5.21	1400.61	489.27	1406.62	489.34	1170.02	466.86	1176.33	466.87	384.61	300.79	419.71	323.69	0	1	1	2	-1	-1	-14.14	63.55	741.66	39.35	67.63	728.70	-0.09	0.11	-0.99	0.00	0.11	-0.99	0		
4497148270	SMP	1	1405.64	485.12	1172.05	462.73	21.30	21.30	4.75	24.04	24.04	5.22	1400.57	489.17	1406.60	489.24	1169.94	466.86	1176.29	466.88	387.09	297.51	419.68	327.29	0	1	1	2	-1	-1	-14.14	63.61	742.14	39.35	67.59	728.35	-0.08	0.11	-0.99	0.00	0.10	-0.99	0		
4497164929	SMP	1	1405.61	485.16	1171.67	462.50	21.51	21.51	4.76	23.59	23.59	5.21	1400.45	489.04	1406.48	489.10	1169.85	466.77	1176.19	466.74	385.96	300.19	429.08	327.00	0	1	1	2	-1	-1	-14.12	63.69	742.67	39.36	67.61	728.21	-0.08	0.10	-0.99	0.01	0.11	-0.99	0		
4497181572	SMP	1	1405.64	484.98	1171.79	462.38	21.42	21.42	4.76	23.76	23.76	5.21	1400.28	488.81	1406.50	488.79	1169.60	466.45	1176.00	466.49	383.23	303.93	418.85	329.31	0	1	1	2	-1	-1	-14.08	63.64	741.37	39.38	67.62	727.61	-0.09	0.10	-0.99	-0.01	0.10	-0.99	0		
4497198236	SMP	1	1405.44	484.64	1171.55	462.04	21.93	21.93	4.78	23.99	23.99	5.22	1400.22	488.60	1406.42	488.51	1169.52	466.34	1175.86	466.40	383.64	301.99	422.38	326.66	0	1	1	2	-1	-1	-14.05	63.65	740.78	39.41	67.65	727.73	-0.08	0.10	-0.99	0.00	0.11	-0.99	0		
4497214888	SMP	1	1405.61	484.62	1171.55	461.97	21.68	21.68	4.79	24.01	24.01	5.23	1400.36	488.33	1406.45	488.42	1169.51	466.28	1175.84	466.35	382.08	306.74	420.71	325.98	0	1	1	2	-1	-1	-14.08	63.73	741.19	39.41	67.65	727.61	-0.09	0.10	-0.99	0.00	0.11	-0.99	0		
4497231554	SMP	1	1405.66	484.54	1171.71	462.06	21.76	21.76	4.80	24.17	24.17	5.24	1400.44	488.29	1406.49	488.36	1169.57	466.25	1175.98	466.32	381.40	305.41	417.72	327.99	0	1	1	2	-1	-1	-14.10	63.78	741.60	39.34	67.57	726.68	-0.09	0.10	-0.99	0.00	0.11	-0.99	0		
4497248212	SMP	1	1405.61	484.51	1171.81	461.97	21.65	21.65	4.81	23.93	23.93	5.24	1400.54	488.27	1406.53	488.34	1169.78	466.18	1176.11	466.28	383.40	305.82	417.99	326.88	0	1	1	2	-1	-1	-14.13	63.86	742.52	39.29	67.57	726.52	-0.08	0.10	-0.99	0.00	0.11	-0.99	0		
4497264877	SMP	1	1405.75	484.70	1171.95	461.91	21.67	21.67	4.82	23.94	23.94	5.24	1400.59	488.36	1406.62	488.48	1169.90	466.20	1176.28	466.31	382.33	308.77	417.68	325.51	0	1	1	2	-1	-1	-14.16	63.87	742.91	39.22	67.51	725.90	-0.08	0.09	-0.99	0.00	0.11	-0.99	0		
4497281531	SMP	1	1405.94	484.85	1172.01	462.22	21.52	21.52	4.82	24.18	24.18	5.25	1400.65	488.62	1406.79	488.75	1170.06	466.27	1176.35	466.39	381.18	308.20	418.56	328.99	0	1	1	2	-1	-1	-14.18	63.76	742.41	39.20	67.49	725.93	-0.09	0.10	-0.99	0.00	0.10	-0.99	0		
4497298196	SMP	1	1405.87	485.17	1172.04	462.12	21.76	21.76	4.82	24.39	24.39	5.27	1400.69	488.99	1406.95	488.94	1170.16	466.43	1176.32	466.44	384.02	308.95	420.48	324.72	0	1	1	2	-1	-1	-14.17	63.56	740.85	39.25	67.57	727.05	-0.08	0.10	-0.99	0.00	0.11	-0.99	0		
4497314851	SMP	1	1406.09	485.17	1172.26	462.32	21.61	21.61	4.82	24.54	24.54	5.29	1400.83	489.15	1407.10	489.18	1170.29	466.52	1176.43	466.60	384.44	306.38	419.70	325.46	0	1	1	2	-1	-1	-14.18	63.41	739.63	39.29	67.66	728.29	-0.08	0.11	-0.99	0.00	0.11	-0.99	0		
4497331521	SMP	1	1406.12	485.12	1172.41	462.34	21.75	21.75	4.82	24.30	24.30	5.30	1401.04	489.12	1407.20	489.16	1170.41	466.45	1176.53	466.53	386.13	306.51	418.97	325.98	0	1	1	2	-1	-1	-14.22	63.43	739.81	39.34	67.81	729.77	-0.08	0.11	-0.99	0.00	0.10	-0.99	0		
4497348173	SMP	1	1406.28	485.01	1172.53	462.32	21.79	21.79	4.83	24.25	24.25	5.31	1401.14	489.05	1407.29	489.16	1170.44	466.45	1176.56	466.52	386.55	303.16	415.81	325.67	0	1	1	2	-1	-1	-14.24	63.42	739.59	39.40	67.93	730.98	-0.08	0.11	-0.99	-0.01	0.10	-0.99	0		
4497364837	SMP	1	1406.31	485.27	1172.51	462.13	21.87	21.87	4.84	24.20	24.20	5.31	1401.13	488.91	1407.27	489.03	1170.39	466.33	1176.58	466.42	387.18	310.64	415.44	323.55	0	1	1	2	-1	-1	-14.23	63.43	739.34	39.42	67.97	731.17	-0.08	0.09	-0.99	-0.01	0.11	-0.99	0		
4497381493	SMP	1	1406.16	484.98	1172.13	462.00	22.04	22.04	4.85	24.17	24.17	5.32	1401.03	488.75	1407.13	488.83	1170.36	466.25	1176.45	466.31	387.79	310.02	419.60	322.89	0	1	1	2	-1	-1	-14.20	63.48	739.45	39.54	68.16	733.03	-0.08	0.10	-0.99	0.01	0.11	-0.99	0		
4497398156	SMP	1	1405.94	484.41	1172.23	461.98	21.76	21.76	4.84	24.08	24.08	5.32	1400.72	488.31	1406.98	488.44	1170.21	466.07	1176.42	466.10	388.81	305.98	416.31	325.28	0	1	1	2	-1	-1	-14.12	63.43	737.73	39.53	68.17	732.64	-0.08	0.10	-0.99	0.00	0.10	-0.99	0		
4497414813	SMP	1	1405.80	484.27	1171.99	461.49	22.03	22.03	4.85	24.19	24.19	5.32	1400.63	488.15	1406.82	488.15	1169.98	465.71	1176.29	465.66	389.93	307.03	417.95	324.24	0	1	1	2	-1	-1	-14.09	63.48	737.64	39.54	68.20	731.93	-0.08	0.10	-0.99	0.00	0.11	-0.99	0		
4497431476	SMP	1	1405.79	484.04	1172.12	461.07	21.92	21.92	4.86	24.49	24.49	5.34	1400.56	487.95	1406.73	487.87	1169.90	465.52	1176.21	465.53	389.21	306.92	413.86	318.03	0	1	1	2	-1	-1	-14.06	63.52	737.46	39.55	68.23	731.79	-0.08	0.10	-0.99	-0.01	0.12	-0.99	0		
4497448134	SMP	1	1405.72	484.22	1172.13	461.33	22.07	22.07	4.86	24.33	24.33	5.34	1400.55	488.08	1406.60	488.11	1169.89	465.69	1176.21	465.66	389.28	305.99	411.23	318.64	0	1	1	2	-1	-1	-14.07	63.56	738.51	39.54	68.17	731.59	-0.08	0.10	-0.99	-0.01	0.11	-0.99	0		
4497464797	SMP	1	1405.82	484.39	1172.04	461.68	21.93	21.93	4.87	24.81	24.81	5.37	1400.58	488.30	1406.59	488.39	1169.90	466.12	1176.20	466.24	388.60	303.62	411.59	311.07	0	1	1	2	-1	-1	-14.09	63.59	739.51	39.54	68.05	731.60	-0.09	0.10	-0.99	0.00	0.12	-0.99	0		
4497481452	SMP	1	1405.94	484.88	1171.93	462.28	22.16	22.16	4.88	24.47	24.47	5.37	1400.63	488.81	1406.80	488.84	1169.93	466.54	1176.23	466.50	387.23	302.82	412.79	317.42	0	1	1	2	-1	-1	-14.10	63.39	738.50	39.52	67.96	731.41	-0.09	0.10	-0.99	0.00	0.11	-0.99	0		
4497498117	SMP	1	1405.88	485.26	1172.08	462.54	21.90	21.90	4.88	24.53	24.53	5.38	1400.65	489.19	1406.86	489.20	1170.00	466.89	1176.32	466.98	387.67	303.71	412.18	311.63	0	1	1	2	-1	-1	-14.10	63.25	737.85	39.49	67.83	731.08	-0.08	0.10	-0.99	0.00	0.12	-0.99	0		
4497514766	SMP	1	1405.85	485.12	1172.01	462.55	21.75	21.75	4.87	24.37	24.37	5.38	1400.66	489.25	1406.83	489.25	1170.01	466.97	1176.29	467.03	387.15	299.98	414.06	308.04	0	1	1	2	-1	-1	-14.09	63.23	737.73	39.49	67.82	731.12	-0.08	0.11	-0.99	0.00	0.12	-0.99	0		
4497531440	SMP	1	1405.76	485.13	1171.64	462.44	21.98	21.98	4.87	24.57	24.57	5.38	1400.57	488.97	1406.76	488.91	1169.91	466.75	1176.21	466.66	387.18	306.69	423.69	311.95	0	1	1	2	-1	-1	-14.07	63.27	737.34	39.50	67.87	730.91	-0.08	0.10	-0.99	0.02	0.11	-0.99	0		
4497548094	SMP	1	1405.84	484.47	1171.50	461.52	21.87	21.87	4.87	24.83	24.83	5.40	1400.52	488.30	1406.52	488.36	1169.55	466.27	1175.97	466.33	384.03	304.82	423.50	292.78	0	1	1	2	-1	-1	-14.06	63.54	738.85	39.50	67.84	729.55	-0.09	0.10	-0.99	0.01	0.13	-0.99	0		
4497564760	SMP	1	1405.37	483.86	1171.46	461.41	22.21	22.21	4.88	24.39	24.39	5.40	1400.21	487.88	1406.40	488.05	1169.53	465.73	1175.58	465.81	386.52	299.88	417.07	305.97	0	1	1	2	-1	-1	-14.00	63.55	738.03	39.69	68.21	732.29	-0.08	0.11	-0.99	0.00	0.11	-0.99	0		
4497581434	SMP	1	1405.32	483.46	1171.36	461.01	22.20	22.20	4.89	24.42	24.42	5.40	1400.09	487.57	1406.39	487.53	1169.44	465.39	1175.50	465.44	386.74	298.88	417.89	302.56	0	1	1	2	-1	-1	-13.96	63.57	737.07	39.76	68.37	733.11	-0.08	0.11	-0.99	0.00	0.12	-0.99	0		
4497598098	SMP	1	1405.28	483.75	1171.14	461.21	22.04	22.04	4.89	24.47	24.47	5.40	1400.09	487.67	1406.40	487.53	1169.42	465.40	1175.49	465.48	387.71	303.06	423.99	306.01	0	1	1	2	-1	-1	-13.95	63.48	736.20	39.80	68.44	733.90	-0.08	0.10	-0.99	0.01	0.11	-0.99	0		
4497614736	SMP	1	1405.44	484.20	1171.71	461.43	22.09	22.09	4.89	24.32	24.32	5.40	1400.22	488.07	1406.39	488.18	1169.46	465.92	1175.53	465.98	386.88	301.45	410.10	297.63	0	1	1	2	-1	-1	-13.97	63.41	736.74	39.83	68.39	734.65	-0.08	0.10	-0.99	-0.01	0.12	-0.99	0		
4497631403	SMP	1	1405.52	484.53	1171.59	461.97	22.18	22.18	4.90	24.77	24.77	5.41	1400.43	488.53	1406.50	488.55	1169.51	466.33	1175.79	466.38	388.64	299.09	418.05	301.78	0	1	1	2	-1	-1	-14.03	63.39	737.63	39.67	68.08	732.35	-0.08	0.11	-0.99	0.00	0.12	-0.99	0		
4497648078	SMP	1	1405.65	485.18	1171.96	462.32	21.83	21.83	4.89	24.77	24.77	5.42	1400.60	489.10	1406.70	489.09	1169.89	466.78	1176.22	466.77	390.91	301.09	419.43	300.54	0	1	1	2	-1	-1	-14.07	63.26	737.65	39.53	67.90	731.42	-0.08	0.10	-0.99	0.00	0.12	-0.99	0		
4497664734	SMP	1	1405.94	485.23	1172.07	462.70	22.01	22.01	4.88	24.13	24.13	5.40	1400.65	489.16	1406.97	489.15	1170.01	466.86	1176.31	466.82	390.60	301.82	417.76	308.28	0	1	1	2	-1	-1	-14.07	63.09	735.92	39.50	67.88	731.37	-0.08	0.10	-0.99	0.00	0.10	-0.99	0		
4497681375	SMP	1	1406.12	484.94	1172.17	462.35	21.88	21.88	4.88	24.71	24.71	5.41	1400.83	488.95	1407.01	488.94	1170.14	466.54	1176.33	466.59	389.29	300.04	417.06	308.10	0	1	1	2	-1	-1	-14.11	63.20	736.61	39.56	68.07	732.75	-0.09	0.11	-0.99	0.00	0.11	-0.99	0		
4497698043	SMP	1	1406.12	484.93	1172.12	461.93	22.15	22.15	4.88	24.37	24.37	5.41	1400.84	488.63	1406.96	488.78	1170.23	466.28	1176.36	466.36	387.86	305.22	420.45	303.19	0	1	1	2	-1	-1	-14.12	63.30	737.11	39.61	68.24	733.93	-0.09	0.10	-0.99	0.00	0.12	-0.99	0		
4497714697	SMP	1	1405.93	484.43	1172.35	461.64	21.97	21.97	4.88	24.58	24.58	5.41	1400.70	488.41	1406.87	488.53	1170.14	466.15	1176.31	466.25	388.28	300.49	411.24	294.17	0	1	1	2	-1	-1	-14.08	63.32	736.64	39.63	68.28	734.07	-0.08	0.11	-0.99	-0.01	0.12	-0.99	0		
4497731361	SMP	1	1406.06	484.67	1172.20	461.46	21.91	21.91	4.88	24.69	24.69	5.42	1400.68	488.34	1406.78	488.41	1169.99	465.88	1176.32	466.01	385.69	306.80	410.73	298.54	0	1	1	2	-1	-1	-14.08	63.38	737.08	39.57	68.20	732.54	-0.09	0.09	-0.99	-0.01	0.12	-0.99	0		
